method,nh,np,rb,pc,pj,dup_cost,solution_cost,solution_nbdups,solution_nblosses,time
segdup,50,20,3.0,1,0.8,25,25,1,0,1.830
fastmultrec,50,20,3.0,1,0.8,25,25.0,1.0,0.0,0.047
insider_relax,50,20,3.0,1,0.8,25,25.0,1.0,0.0,0.014
lca,50,20,3.0,1,0.8,25,25.0,1.0,0.0,0.010
segdup,50,20,3.0,1,0.8,25,250,10,0,83.535
fastmultrec,50,20,3.0,1,0.8,25,250.0,10.0,0.0,0.272
insider_relax,50,20,3.0,1,0.8,25,250.0,10.0,0.0,0.100
lca,50,20,3.0,1,0.8,25,250.0,10.0,0.0,0.059
segdup,50,20,3.0,1,0.8,25,200,8,0,17.814
fastmultrec,50,20,3.0,1,0.8,25,200.0,8.0,0.0,0.087
insider_relax,50,20,3.0,1,0.8,25,200.0,8.0,0.0,0.029
lca,50,20,3.0,1,0.8,25,200.0,8.0,0.0,0.018
segdup,50,20,3.0,1,0.8,25,225,9,0,27.565
fastmultrec,50,20,3.0,1,0.8,25,225.0,9.0,0.0,0.123
insider_relax,50,20,3.0,1,0.8,25,225.0,9.0,0.0,0.047
lca,50,20,3.0,1,0.8,25,225.0,9.0,0.0,0.029
segdup,50,20,3.0,1,0.8,25,100,4,0,6.890
fastmultrec,50,20,3.0,1,0.8,25,100.0,4.0,0.0,0.059
insider_relax,50,20,3.0,1,0.8,25,100.0,4.0,0.0,0.019
lca,50,20,3.0,1,0.8,25,100.0,4.0,0.0,0.016
segdup,50,20,3.0,1,0.8,25,125,5,0,8.489
fastmultrec,50,20,3.0,1,0.8,25,125.0,5.0,0.0,0.060
insider_relax,50,20,3.0,1,0.8,25,125.0,5.0,0.0,0.021
lca,50,20,3.0,1,0.8,25,125.0,5.0,0.0,0.015
segdup,50,20,3.0,1,0.8,25,250,10,0,10.508
fastmultrec,50,20,3.0,1,0.8,25,250.0,10.0,0.0,0.061
insider_relax,50,20,3.0,1,0.8,25,250.0,10.0,0.0,0.020
lca,50,20,3.0,1,0.8,25,250.0,10.0,0.0,0.013
segdup,50,20,3.0,1,0.8,25,150,6,0,4.829
fastmultrec,50,20,3.0,1,0.8,25,150.0,6.0,0.0,0.045
insider_relax,50,20,3.0,1,0.8,25,150.0,6.0,0.0,0.014
lca,50,20,3.0,1,0.8,25,150.0,6.0,0.0,0.010
segdup,50,20,3.0,1,0.8,25,200,8,0,14.335
fastmultrec,50,20,3.0,1,0.8,25,200.0,8.0,0.0,0.056
insider_relax,50,20,3.0,1,0.8,25,200.0,8.0,0.0,0.020
lca,50,20,3.0,1,0.8,25,200.0,8.0,0.0,0.016
segdup,50,20,3.0,1,0.8,5,35,7,0,53.332
fastmultrec,50,20,3.0,1,0.8,5,35.0,7.0,0.0,0.115
insider_relax,50,20,3.0,1,0.8,5,35.0,7.0,0.0,0.045
lca,50,20,3.0,1,0.8,5,35.0,7.0,0.0,0.028
segdup,50,20,3.0,1,0.8,5,25,5,0,33.088
fastmultrec,50,20,3.0,1,0.8,5,25.0,5.0,0.0,0.100
insider_relax,50,20,3.0,1,0.8,5,25.0,5.0,0.0,0.031
lca,50,20,3.0,1,0.8,5,25.0,5.0,0.0,0.020
segdup,50,20,3.0,1,0.8,5,40,8,0,116.064
fastmultrec,50,20,3.0,1,0.8,5,40.0,8.0,0.0,0.284
insider_relax,50,20,3.0,1,0.8,5,40.0,8.0,0.0,0.095
lca,50,20,3.0,1,0.8,5,40.0,8.0,0.0,0.056
segdup,50,20,3.0,1,0.8,5,20,4,0,13.990
fastmultrec,50,20,3.0,1,0.8,5,20.0,4.0,0.0,0.048
insider_relax,50,20,3.0,1,0.8,5,20.0,4.0,0.0,0.017
lca,50,20,3.0,1,0.8,5,20.0,4.0,0.0,0.013
segdup,50,20,3.0,1,0.8,5,55,11,0,731.361
fastmultrec,50,20,3.0,1,0.8,5,55.0,11.0,0.0,1.252
insider_relax,50,20,3.0,1,0.8,5,55.0,11.0,0.0,0.431
lca,50,20,3.0,1,0.8,5,55.0,11.0,0.0,0.241
segdup,50,20,3.0,1,0.8,5,25,5,0,6.956
fastmultrec,50,20,3.0,1,0.8,5,25.0,5.0,0.0,0.096
insider_relax,50,20,3.0,1,0.8,5,25.0,5.0,0.0,0.030
lca,50,20,3.0,1,0.8,5,25.0,5.0,0.0,0.022
segdup,50,20,3.0,1,0.8,5,40,8,0,10.080
fastmultrec,50,20,3.0,1,0.8,5,40.0,8.0,0.0,0.036
insider_relax,50,20,3.0,1,0.8,5,40.0,8.0,0.0,0.017
lca,50,20,3.0,1,0.8,5,40.0,8.0,0.0,0.011
segdup,50,20,3.0,1,0.8,5,15,3,0,30.076
fastmultrec,50,20,3.0,1,0.8,5,15.0,3.0,0.0,0.097
insider_relax,50,20,3.0,1,0.8,5,15.0,3.0,0.0,0.033
lca,50,20,3.0,1,0.8,5,15.0,3.0,0.0,0.020
segdup,50,20,3.0,1,0.8,5,45,9,0,15.109
fastmultrec,50,20,3.0,1,0.8,5,45.0,9.0,0.0,0.051
insider_relax,50,20,3.0,1,0.8,5,45.0,9.0,0.0,0.018
lca,50,20,3.0,1,0.8,5,45.0,9.0,0.0,0.014
segdup,50,20,3.0,1,0.8,5,20,4,0,11.284
fastmultrec,50,20,3.0,1,0.8,5,20.0,4.0,0.0,0.048
insider_relax,50,20,3.0,1,0.8,5,20.0,4.0,0.0,0.015
lca,50,20,3.0,1,0.8,5,20.0,4.0,0.0,0.012
segdup,50,20,3.0,1,0.8,10,70,7,0,14.761
fastmultrec,50,20,3.0,1,0.8,10,70.0,7.0,0.0,0.065
insider_relax,50,20,3.0,1,0.8,10,70.0,7.0,0.0,0.020
lca,50,20,3.0,1,0.8,10,70.0,7.0,0.0,0.014
segdup,50,20,3.0,1,0.8,10,50,5,0,54.154
fastmultrec,50,20,3.0,1,0.8,10,50.0,5.0,0.0,0.103
insider_relax,50,20,3.0,1,0.8,10,50.0,5.0,0.0,0.043
lca,50,20,3.0,1,0.8,10,50.0,5.0,0.0,0.028
segdup,50,20,3.0,1,0.8,10,90,9,0,142.235
fastmultrec,50,20,3.0,1,0.8,10,90.0,9.0,0.0,0.294
insider_relax,50,20,3.0,1,0.8,10,90.0,9.0,0.0,0.099
lca,50,20,3.0,1,0.8,10,90.0,9.0,0.0,0.060
segdup,50,20,3.0,1,0.8,10,50,5,0,3.381
fastmultrec,50,20,3.0,1,0.8,10,50.0,5.0,0.0,0.031
insider_relax,50,20,3.0,1,0.8,10,50.0,5.0,0.0,0.013
lca,50,20,3.0,1,0.8,10,50.0,5.0,0.0,0.009
segdup,50,20,3.0,1,0.8,10,120,12,0,101.006
fastmultrec,50,20,3.0,1,0.8,10,120.0,12.0,0.0,0.519
insider_relax,50,20,3.0,1,0.8,10,120.0,12.0,0.0,0.087
lca,50,20,3.0,1,0.8,10,120.0,12.0,0.0,0.075
segdup,50,20,3.0,1,0.8,10,60,6,0,202.174
fastmultrec,50,20,3.0,1,0.8,10,60.0,6.0,0.0,0.423
insider_relax,50,20,3.0,1,0.8,10,60.0,6.0,0.0,0.146
lca,50,20,3.0,1,0.8,10,60.0,6.0,0.0,0.088
segdup,50,20,3.0,1,0.8,10,70,7,0,17.306
fastmultrec,50,20,3.0,1,0.8,10,70.0,7.0,0.0,0.065
insider_relax,50,20,3.0,1,0.8,10,70.0,7.0,0.0,0.020
lca,50,20,3.0,1,0.8,10,70.0,7.0,0.0,0.014
segdup,50,20,3.0,1,0.8,10,70,7,0,32.630
fastmultrec,50,20,3.0,1,0.8,10,70.0,7.0,0.0,0.085
insider_relax,50,20,3.0,1,0.8,10,70.0,7.0,0.0,0.031
lca,50,20,3.0,1,0.8,10,70.0,7.0,0.0,0.021
segdup,50,20,3.0,1,0.8,10,40,4,0,17.499
fastmultrec,50,20,3.0,1,0.8,10,40.0,4.0,0.0,0.202
insider_relax,50,20,3.0,1,0.8,10,40.0,4.0,0.0,0.075
lca,50,20,3.0,1,0.8,10,40.0,4.0,0.0,0.045
segdup,50,20,3.0,1,0.8,10,100,10,0,296.447
fastmultrec,50,20,3.0,1,0.8,10,100.0,10.0,0.0,0.644
insider_relax,50,20,3.0,1,0.8,10,100.0,10.0,0.0,0.192
lca,50,20,3.0,1,0.8,10,100.0,10.0,0.0,0.113
segdup,50,20,3.0,1,0.8,15,135,9,0,59.550
fastmultrec,50,20,3.0,1,0.8,15,135.0,9.0,0.0,0.173
insider_relax,50,20,3.0,1,0.8,15,135.0,9.0,0.0,0.062
lca,50,20,3.0,1,0.8,15,135.0,9.0,0.0,0.040
segdup,50,20,3.0,1,0.8,15,45,3,0,6.886
fastmultrec,50,20,3.0,1,0.8,15,45.0,3.0,0.0,0.034
insider_relax,50,20,3.0,1,0.8,15,45.0,3.0,0.0,0.013
lca,50,20,3.0,1,0.8,15,45.0,3.0,0.0,0.009
segdup,50,20,3.0,1,0.8,15,225,15,0,4351.861
fastmultrec,50,20,3.0,1,0.8,15,225.0,15.0,0.0,64.705
insider_relax,50,20,3.0,1,0.8,15,225.0,15.0,0.0,2.090
lca,50,20,3.0,1,0.8,15,225.0,15.0,0.0,1.731
segdup,50,20,3.0,1,0.8,15,60,4,0,13.834
fastmultrec,50,20,3.0,1,0.8,15,60.0,4.0,0.0,0.047
insider_relax,50,20,3.0,1,0.8,15,60.0,4.0,0.0,0.017
lca,50,20,3.0,1,0.8,15,60.0,4.0,0.0,0.013
segdup,50,20,3.0,1,0.8,15,75,5,0,24.369
fastmultrec,50,20,3.0,1,0.8,15,75.0,5.0,0.0,0.085
insider_relax,50,20,3.0,1,0.8,15,75.0,5.0,0.0,0.028
lca,50,20,3.0,1,0.8,15,75.0,5.0,0.0,0.020
segdup,50,20,3.0,1,0.8,15,120,8,0,48.088
fastmultrec,50,20,3.0,1,0.8,15,120.0,8.0,0.0,0.139
insider_relax,50,20,3.0,1,0.8,15,120.0,8.0,0.0,0.051
lca,50,20,3.0,1,0.8,15,120.0,8.0,0.0,0.032
segdup,50,20,3.0,1,0.8,15,90,6,0,20.326
fastmultrec,50,20,3.0,1,0.8,15,90.0,6.0,0.0,0.067
insider_relax,50,20,3.0,1,0.8,15,90.0,6.0,0.0,0.022
lca,50,20,3.0,1,0.8,15,90.0,6.0,0.0,0.015
segdup,50,20,3.0,1,0.8,15,135,9,0,19.815
fastmultrec,50,20,3.0,1,0.8,15,135.0,9.0,0.0,0.064
insider_relax,50,20,3.0,1,0.8,15,135.0,9.0,0.0,0.020
lca,50,20,3.0,1,0.8,15,135.0,9.0,0.0,0.015
segdup,50,20,3.0,1,0.8,15,165,11,0,37.202
fastmultrec,50,20,3.0,1,0.8,15,165.0,11.0,0.0,0.175
insider_relax,50,20,3.0,1,0.8,15,165.0,11.0,0.0,0.063
lca,50,20,3.0,1,0.8,15,165.0,11.0,0.0,0.041
segdup,50,20,3.0,1,0.8,15,60,4,0,7.419
fastmultrec,50,20,3.0,1,0.8,15,60.0,4.0,0.0,0.036
insider_relax,50,20,3.0,1,0.8,15,60.0,4.0,0.0,0.015
lca,50,20,3.0,1,0.8,15,60.0,4.0,0.0,0.009
segdup,50,20,3.0,1,0.8,20,160,8,0,40.242
fastmultrec,50,20,3.0,1,0.8,20,160.0,8.0,0.0,0.158
insider_relax,50,20,3.0,1,0.8,20,160.0,8.0,0.0,0.051
lca,50,20,3.0,1,0.8,20,160.0,8.0,0.0,0.034
segdup,50,20,3.0,1,0.8,20,60,3,0,8.660
fastmultrec,50,20,3.0,1,0.8,20,60.0,3.0,0.0,0.032
insider_relax,50,20,3.0,1,0.8,20,60.0,3.0,0.0,0.014
lca,50,20,3.0,1,0.8,20,60.0,3.0,0.0,0.010
segdup,50,20,3.0,1,0.8,20,260,13,0,11.250
fastmultrec,50,20,3.0,1,0.8,20,260.0,13.0,0.0,0.072
insider_relax,50,20,3.0,1,0.8,20,260.0,13.0,0.0,0.021
lca,50,20,3.0,1,0.8,20,260.0,13.0,0.0,0.014
segdup,50,20,3.0,1,0.8,20,180,9,0,21.719
fastmultrec,50,20,3.0,1,0.8,20,180.0,9.0,0.0,0.107
insider_relax,50,20,3.0,1,0.8,20,180.0,9.0,0.0,0.037
lca,50,20,3.0,1,0.8,20,180.0,9.0,0.0,0.024
segdup,50,20,3.0,1,0.8,20,260,13,0,172.293
fastmultrec,50,20,3.0,1,0.8,20,260.0,13.0,0.0,0.407
insider_relax,50,20,3.0,1,0.8,20,260.0,13.0,0.0,0.145
lca,50,20,3.0,1,0.8,20,260.0,13.0,0.0,0.091
segdup,50,20,3.0,1,0.8,20,140,7,0,19.256
fastmultrec,50,20,3.0,1,0.8,20,140.0,7.0,0.0,0.093
insider_relax,50,20,3.0,1,0.8,20,140.0,7.0,0.0,0.032
lca,50,20,3.0,1,0.8,20,140.0,7.0,0.0,0.023
segdup,50,20,3.0,1,0.8,20,120,6,0,5.379
fastmultrec,50,20,3.0,1,0.8,20,120.0,6.0,0.0,0.030
insider_relax,50,20,3.0,1,0.8,20,120.0,6.0,0.0,0.013
lca,50,20,3.0,1,0.8,20,120.0,6.0,0.0,0.010
segdup,50,20,3.0,1,0.8,20,160,8,0,13.317
fastmultrec,50,20,3.0,1,0.8,20,160.0,8.0,0.0,0.117
insider_relax,50,20,3.0,1,0.8,20,160.0,8.0,0.0,0.042
lca,50,20,3.0,1,0.8,20,160.0,8.0,0.0,0.028
segdup,50,20,3.0,1,0.8,20,180,9,0,1083.681
fastmultrec,50,20,3.0,1,0.8,20,180.0,9.0,0.0,1.490
insider_relax,50,20,3.0,1,0.8,20,180.0,9.0,0.0,0.574
lca,50,20,3.0,1,0.8,20,180.0,9.0,0.0,0.303
segdup,50,20,3.0,1,0.8,20,60,3,0,8.444
fastmultrec,50,20,3.0,1,0.8,20,60.0,3.0,0.0,0.119
insider_relax,50,20,3.0,1,0.8,20,60.0,3.0,0.0,0.040
lca,50,20,3.0,1,0.8,20,60.0,3.0,0.0,0.026
segdup,50,20,3.0,1,0.2,25,250,10,0,25.483
fastmultrec,50,20,3.0,1,0.2,25,250.0,10.0,0.0,0.096
insider_relax,50,20,3.0,1,0.2,25,250.0,10.0,0.0,0.034
lca,50,20,3.0,1,0.2,25,250.0,10.0,0.0,0.024
segdup,50,20,3.0,1,0.2,25,150,6,0,1.753
fastmultrec,50,20,3.0,1,0.2,25,150.0,6.0,0.0,0.033
insider_relax,50,20,3.0,1,0.2,25,150.0,6.0,0.0,0.012
lca,50,20,3.0,1,0.2,25,150.0,6.0,0.0,0.008
segdup,50,20,3.0,1,0.2,25,175,7,0,4.932
fastmultrec,50,20,3.0,1,0.2,25,175.0,7.0,0.0,0.033
insider_relax,50,20,3.0,1,0.2,25,175.0,7.0,0.0,0.017
lca,50,20,3.0,1,0.2,25,175.0,7.0,0.0,0.009
segdup,50,20,3.0,1,0.2,25,100,4,0,4.318
fastmultrec,50,20,3.0,1,0.2,25,100.0,4.0,0.0,0.022
insider_relax,50,20,3.0,1,0.2,25,100.0,4.0,0.0,0.010
lca,50,20,3.0,1,0.2,25,100.0,4.0,0.0,0.006
segdup,50,20,3.0,1,0.2,25,100,4,0,1.634
fastmultrec,50,20,3.0,1,0.2,25,100.0,4.0,0.0,0.038
insider_relax,50,20,3.0,1,0.2,25,100.0,4.0,0.0,0.014
lca,50,20,3.0,1,0.2,25,100.0,4.0,0.0,0.009
segdup,50,20,3.0,1,0.2,25,175,7,0,5.573
fastmultrec,50,20,3.0,1,0.2,25,175.0,7.0,0.0,0.038
insider_relax,50,20,3.0,1,0.2,25,175.0,7.0,0.0,0.013
lca,50,20,3.0,1,0.2,25,175.0,7.0,0.0,0.008
segdup,50,20,3.0,1,0.2,25,125,5,0,5.965
fastmultrec,50,20,3.0,1,0.2,25,125.0,5.0,0.0,0.047
insider_relax,50,20,3.0,1,0.2,25,125.0,5.0,0.0,0.021
lca,50,20,3.0,1,0.2,25,125.0,5.0,0.0,0.011
segdup,50,20,3.0,1,0.2,25,150,6,0,2.179
fastmultrec,50,20,3.0,1,0.2,25,150.0,6.0,0.0,0.024
insider_relax,50,20,3.0,1,0.2,25,150.0,6.0,0.0,0.010
lca,50,20,3.0,1,0.2,25,150.0,6.0,0.0,0.006
segdup,50,20,3.0,1,0.2,25,175,7,0,5.854
fastmultrec,50,20,3.0,1,0.2,25,175.0,7.0,0.0,0.041
insider_relax,50,20,3.0,1,0.2,25,175.0,7.0,0.0,0.017
lca,50,20,3.0,1,0.2,25,175.0,7.0,0.0,0.010
segdup,50,20,3.0,1,0.2,25,200,8,0,6.922
fastmultrec,50,20,3.0,1,0.2,25,200.0,8.0,0.0,0.037
insider_relax,50,20,3.0,1,0.2,25,200.0,8.0,0.0,0.014
lca,50,20,3.0,1,0.2,25,200.0,8.0,0.0,0.012
segdup,50,20,3.0,1,0.2,5,50,10,0,11.921
fastmultrec,50,20,3.0,1,0.2,5,50.0,10.0,0.0,0.060
insider_relax,50,20,3.0,1,0.2,5,50.0,10.0,0.0,0.019
lca,50,20,3.0,1,0.2,5,50.0,10.0,0.0,0.012
segdup,50,20,3.0,1,0.2,5,25,5,0,1.173
fastmultrec,50,20,3.0,1,0.2,5,25.0,5.0,0.0,0.023
insider_relax,50,20,3.0,1,0.2,5,25.0,5.0,0.0,0.009
lca,50,20,3.0,1,0.2,5,25.0,5.0,0.0,0.006
segdup,50,20,3.0,1,0.2,5,25,5,0,7.164
fastmultrec,50,20,3.0,1,0.2,5,25.0,5.0,0.0,0.032
insider_relax,50,20,3.0,1,0.2,5,25.0,5.0,0.0,0.014
lca,50,20,3.0,1,0.2,5,25.0,5.0,0.0,0.008
segdup,50,20,3.0,1,0.2,5,35,7,0,3.147
fastmultrec,50,20,3.0,1,0.2,5,35.0,7.0,0.0,0.026
insider_relax,50,20,3.0,1,0.2,5,35.0,7.0,0.0,0.010
lca,50,20,3.0,1,0.2,5,35.0,7.0,0.0,0.006
segdup,50,20,3.0,1,0.2,5,55,11,0,7.722
fastmultrec,50,20,3.0,1,0.2,5,55.0,11.0,0.0,0.030
insider_relax,50,20,3.0,1,0.2,5,55.0,11.0,0.0,0.013
lca,50,20,3.0,1,0.2,5,55.0,11.0,0.0,0.010
segdup,50,20,3.0,1,0.2,5,40,8,0,5.106
fastmultrec,50,20,3.0,1,0.2,5,40.0,8.0,0.0,0.027
insider_relax,50,20,3.0,1,0.2,5,40.0,8.0,0.0,0.010
lca,50,20,3.0,1,0.2,5,40.0,8.0,0.0,0.008
segdup,50,20,3.0,1,0.2,5,38,7,3,11.828
fastmultrec,50,20,3.0,1,0.2,5,38.0,7.0,3.0,0.067
insider_relax,50,20,3.0,1,0.2,5,38.0,7.0,3.0,0.016
lca,50,20,3.0,1,0.2,5,40.0,8.0,0.0,0.011
segdup,50,20,3.0,1,0.2,5,55,11,0,10.932
fastmultrec,50,20,3.0,1,0.2,5,55.0,11.0,0.0,0.067
insider_relax,50,20,3.0,1,0.2,5,55.0,11.0,0.0,0.024
lca,50,20,3.0,1,0.2,5,55.0,11.0,0.0,0.017
segdup,50,20,3.0,1,0.2,5,25,5,0,1.174
fastmultrec,50,20,3.0,1,0.2,5,25.0,5.0,0.0,0.027
insider_relax,50,20,3.0,1,0.2,5,25.0,5.0,0.0,0.012
lca,50,20,3.0,1,0.2,5,25.0,5.0,0.0,0.008
segdup,50,20,3.0,1,0.2,5,30,6,0,8.312
fastmultrec,50,20,3.0,1,0.2,5,30.0,6.0,0.0,0.030
insider_relax,50,20,3.0,1,0.2,5,30.0,6.0,0.0,0.012
lca,50,20,3.0,1,0.2,5,30.0,6.0,0.0,0.010
segdup,50,20,3.0,1,0.2,10,70,7,0,5.700
fastmultrec,50,20,3.0,1,0.2,10,70.0,7.0,0.0,0.029
insider_relax,50,20,3.0,1,0.2,10,70.0,7.0,0.0,0.015
lca,50,20,3.0,1,0.2,10,70.0,7.0,0.0,0.008
segdup,50,20,3.0,1,0.2,10,30,3,0,1.076
fastmultrec,50,20,3.0,1,0.2,10,30.0,3.0,0.0,0.025
insider_relax,50,20,3.0,1,0.2,10,30.0,3.0,0.0,0.010
lca,50,20,3.0,1,0.2,10,30.0,3.0,0.0,0.007
segdup,50,20,3.0,1,0.2,10,90,9,0,10.952
fastmultrec,50,20,3.0,1,0.2,10,90.0,9.0,0.0,0.033
insider_relax,50,20,3.0,1,0.2,10,90.0,9.0,0.0,0.013
lca,50,20,3.0,1,0.2,10,90.0,9.0,0.0,0.011
segdup,50,20,3.0,1,0.2,10,100,10,0,9.762
fastmultrec,50,20,3.0,1,0.2,10,100.0,10.0,0.0,0.057
insider_relax,50,20,3.0,1,0.2,10,100.0,10.0,0.0,0.023
lca,50,20,3.0,1,0.2,10,100.0,10.0,0.0,0.013
segdup,50,20,3.0,1,0.2,10,120,12,0,5.409
fastmultrec,50,20,3.0,1,0.2,10,120.0,12.0,0.0,0.033
insider_relax,50,20,3.0,1,0.2,10,120.0,12.0,0.0,0.018
lca,50,20,3.0,1,0.2,10,120.0,12.0,0.0,0.009
segdup,50,20,3.0,1,0.2,10,60,6,0,3.887
fastmultrec,50,20,3.0,1,0.2,10,60.0,6.0,0.0,0.030
insider_relax,50,20,3.0,1,0.2,10,60.0,6.0,0.0,0.012
lca,50,20,3.0,1,0.2,10,60.0,6.0,0.0,0.009
segdup,50,20,3.0,1,0.2,10,90,9,0,10.206
fastmultrec,50,20,3.0,1,0.2,10,90.0,9.0,0.0,0.060
insider_relax,50,20,3.0,1,0.2,10,90.0,9.0,0.0,0.018
lca,50,20,3.0,1,0.2,10,90.0,9.0,0.0,0.012
segdup,50,20,3.0,1,0.2,10,90,9,0,6.099
fastmultrec,50,20,3.0,1,0.2,10,90.0,9.0,0.0,0.025
insider_relax,50,20,3.0,1,0.2,10,90.0,9.0,0.0,0.012
lca,50,20,3.0,1,0.2,10,90.0,9.0,0.0,0.007
segdup,50,20,3.0,1,0.2,10,50,5,0,4.716
fastmultrec,50,20,3.0,1,0.2,10,50.0,5.0,0.0,0.032
insider_relax,50,20,3.0,1,0.2,10,50.0,5.0,0.0,0.012
lca,50,20,3.0,1,0.2,10,50.0,5.0,0.0,0.008
segdup,50,20,3.0,1,0.2,10,60,6,0,5.406
fastmultrec,50,20,3.0,1,0.2,10,60.0,6.0,0.0,0.035
insider_relax,50,20,3.0,1,0.2,10,60.0,6.0,0.0,0.015
lca,50,20,3.0,1,0.2,10,60.0,6.0,0.0,0.008
segdup,50,20,3.0,1,0.2,15,120,8,0,6.365
fastmultrec,50,20,3.0,1,0.2,15,120.0,8.0,0.0,0.027
insider_relax,50,20,3.0,1,0.2,15,120.0,8.0,0.0,0.011
lca,50,20,3.0,1,0.2,15,120.0,8.0,0.0,0.009
segdup,50,20,3.0,1,0.2,15,195,13,0,15.032
fastmultrec,50,20,3.0,1,0.2,15,195.0,13.0,0.0,0.065
insider_relax,50,20,3.0,1,0.2,15,195.0,13.0,0.0,0.023
lca,50,20,3.0,1,0.2,15,195.0,13.0,0.0,0.014
segdup,50,20,3.0,1,0.2,15,105,7,0,12.513
fastmultrec,50,20,3.0,1,0.2,15,105.0,7.0,0.0,0.044
insider_relax,50,20,3.0,1,0.2,15,105.0,7.0,0.0,0.016
lca,50,20,3.0,1,0.2,15,105.0,7.0,0.0,0.012
segdup,50,20,3.0,1,0.2,15,135,9,0,4.883
fastmultrec,50,20,3.0,1,0.2,15,135.0,9.0,0.0,0.035
insider_relax,50,20,3.0,1,0.2,15,135.0,9.0,0.0,0.013
lca,50,20,3.0,1,0.2,15,135.0,9.0,0.0,0.008
segdup,50,20,3.0,1,0.2,15,135,9,0,6.209
fastmultrec,50,20,3.0,1,0.2,15,135.0,9.0,0.0,0.030
insider_relax,50,20,3.0,1,0.2,15,126.0,8.0,6.0,0.015
lca,50,20,3.0,1,0.2,15,135.0,9.0,0.0,0.009
segdup,50,20,3.0,1,0.2,15,135,9,0,11.283
fastmultrec,50,20,3.0,1,0.2,15,135.0,9.0,0.0,0.043
insider_relax,50,20,3.0,1,0.2,15,135.0,9.0,0.0,0.018
lca,50,20,3.0,1,0.2,15,135.0,9.0,0.0,0.012
segdup,50,20,3.0,1,0.2,15,45,3,0,3.276
fastmultrec,50,20,3.0,1,0.2,15,45.0,3.0,0.0,0.027
insider_relax,50,20,3.0,1,0.2,15,45.0,3.0,0.0,0.011
lca,50,20,3.0,1,0.2,15,45.0,3.0,0.0,0.010
segdup,50,20,3.0,1,0.2,15,105,7,0,11.659
fastmultrec,50,20,3.0,1,0.2,15,105.0,7.0,0.0,0.043
insider_relax,50,20,3.0,1,0.2,15,105.0,7.0,0.0,0.016
lca,50,20,3.0,1,0.2,15,105.0,7.0,0.0,0.010
segdup,50,20,3.0,1,0.2,15,60,4,0,4.217
fastmultrec,50,20,3.0,1,0.2,15,60.0,4.0,0.0,0.023
insider_relax,50,20,3.0,1,0.2,15,60.0,4.0,0.0,0.010
lca,50,20,3.0,1,0.2,15,60.0,4.0,0.0,0.006
segdup,50,20,3.0,1,0.2,15,75,5,0,3.575
fastmultrec,50,20,3.0,1,0.2,15,75.0,5.0,0.0,0.038
insider_relax,50,20,3.0,1,0.2,15,75.0,5.0,0.0,0.015
lca,50,20,3.0,1,0.2,15,75.0,5.0,0.0,0.010
segdup,50,20,3.0,1,0.2,20,160,8,0,10.407
fastmultrec,50,20,3.0,1,0.2,20,160.0,8.0,0.0,0.072
insider_relax,50,20,3.0,1,0.2,20,160.0,8.0,0.0,0.024
lca,50,20,3.0,1,0.2,20,160.0,8.0,0.0,0.016
segdup,50,20,3.0,1,0.2,20,160,8,0,8.343
fastmultrec,50,20,3.0,1,0.2,20,160.0,8.0,0.0,0.033
insider_relax,50,20,3.0,1,0.2,20,160.0,8.0,0.0,0.014
lca,50,20,3.0,1,0.2,20,160.0,8.0,0.0,0.009
segdup,50,20,3.0,1,0.2,20,80,4,0,4.176
fastmultrec,50,20,3.0,1,0.2,20,80.0,4.0,0.0,0.022
insider_relax,50,20,3.0,1,0.2,20,80.0,4.0,0.0,0.011
lca,50,20,3.0,1,0.2,20,80.0,4.0,0.0,0.007
segdup,50,20,3.0,1,0.2,20,220,11,0,8.832
fastmultrec,50,20,3.0,1,0.2,20,220.0,11.0,0.0,0.038
insider_relax,50,20,3.0,1,0.2,20,220.0,11.0,0.0,0.018
lca,50,20,3.0,1,0.2,20,220.0,11.0,0.0,0.010
segdup,50,20,3.0,1,0.2,20,160,8,0,4.065
fastmultrec,50,20,3.0,1,0.2,20,160.0,8.0,0.0,0.031
insider_relax,50,20,3.0,1,0.2,20,160.0,8.0,0.0,0.013
lca,50,20,3.0,1,0.2,20,160.0,8.0,0.0,0.007
segdup,50,20,3.0,1,0.2,20,80,4,0,2.284
fastmultrec,50,20,3.0,1,0.2,20,80.0,4.0,0.0,0.044
insider_relax,50,20,3.0,1,0.2,20,80.0,4.0,0.0,0.014
lca,50,20,3.0,1,0.2,20,80.0,4.0,0.0,0.010
segdup,50,20,3.0,1,0.2,20,120,6,0,4.298
fastmultrec,50,20,3.0,1,0.2,20,120.0,6.0,0.0,0.031
insider_relax,50,20,3.0,1,0.2,20,120.0,6.0,0.0,0.013
lca,50,20,3.0,1,0.2,20,120.0,6.0,0.0,0.008
segdup,50,20,3.0,1,0.2,20,140,7,0,5.151
fastmultrec,50,20,3.0,1,0.2,20,140.0,7.0,0.0,0.025
insider_relax,50,20,3.0,1,0.2,20,140.0,7.0,0.0,0.011
lca,50,20,3.0,1,0.2,20,140.0,7.0,0.0,0.007
segdup,50,20,3.0,1,0.2,20,240,12,0,7.838
fastmultrec,50,20,3.0,1,0.2,20,240.0,12.0,0.0,0.040
insider_relax,50,20,3.0,1,0.2,20,240.0,12.0,0.0,0.019
lca,50,20,3.0,1,0.2,20,240.0,12.0,0.0,0.012
segdup,50,20,3.0,1,0.2,20,100,5,0,11.098
